
Chosen parameter values: r = 1.0, a = 0.1, z = 1.5, e = 0.75, K = 25.0.


Final population value per unit area:
Predator, 2.01550190005783
Prey, 19.967181103536205

         334937 function calls (329744 primitive calls) in 0.702 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 legend_handler.py:182(__init__)
        2    0.000    0.000    0.002    0.001 legend_handler.py:185(create_artists)
        1    0.000    0.000    0.000    0.000 legend_handler.py:216(HandlerPatch)
        2    0.000    0.000    0.000    0.000 legend_handler.py:220(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:257(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:26(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:290(HandlerRegularPolyCollection)
        3    0.000    0.000    0.000    0.000 legend_handler.py:294(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:365(HandlerPathCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:378(HandlerCircleCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:390(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 legend_handler.py:394(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:45(HandlerBase)
        1    0.000    0.000    0.000    0.000 legend_handler.py:502(HandlerStem)
        1    0.000    0.000    0.000    0.000 legend_handler.py:506(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:566(HandlerTuple)
        1    0.000    0.000    0.000    0.000 legend_handler.py:570(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:590(HandlerPolyCollection)
       11    0.000    0.000    0.000    0.000 legend_handler.py:61(__init__)
        4    0.000    0.000    0.000    0.000 legend_handler.py:65(_update_prop)
        4    0.000    0.000    0.000    0.000 legend_handler.py:71(_default_update_prop)
        4    0.000    0.000    0.001    0.000 legend_handler.py:74(update_prop)
        2    0.000    0.000    0.000    0.000 legend_handler.py:82(adjust_drawing_area)
        2    0.000    0.000    0.002    0.001 legend_handler.py:91(legend_artist)
        1    0.000    0.000    0.000    0.000 legendre.py:1795(Legendre)
        1    0.000    0.000    0.002    0.002 legendre.py:83(<module>)
        1    0.000    0.000    0.000    0.000 lgmres.py:4(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:19(lil_matrix)
        1    0.001    0.001    0.001    0.001 lil.py:2(<module>)
        1    0.001    0.001    0.001    0.001 linalg.py:10(<module>)
        3    0.000    0.000    0.000    0.000 linalg.py:101(get_linalg_error_extobj)
        3    0.000    0.000    0.000    0.000 linalg.py:106(_makearray)
        6    0.000    0.000    0.000    0.000 linalg.py:111(isComplexType)
        3    0.000    0.000    0.000    0.000 linalg.py:124(_realType)
        3    0.000    0.000    0.000    0.000 linalg.py:139(_commonType)
        3    0.000    0.000    0.000    0.000 linalg.py:198(_assertRankAtLeast2)
        3    0.000    0.000    0.000    0.000 linalg.py:209(_assertNdSquareness)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        3    0.001    0.000    0.001    0.000 linalg.py:458(inv)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
        1    0.000    0.000    0.000    0.000 linalg_version.py:1(<module>)
      137    0.000    0.000    0.010    0.000 lines.py:1056(set_marker)
      135    0.000    0.000    0.000    0.000 lines.py:1074(set_markeredgecolor)
      135    0.000    0.000    0.000    0.000 lines.py:1086(set_markeredgewidth)
      135    0.000    0.000    0.000    0.000 lines.py:1098(set_markerfacecolor)
      135    0.000    0.000    0.000    0.000 lines.py:1110(set_markerfacecoloralt)
      135    0.000    0.000    0.000    0.000 lines.py:1122(set_markersize)
      215    0.000    0.000    0.000    0.000 lines.py:1133(set_xdata)
      197    0.000    0.000    0.000    0.000 lines.py:1143(set_ydata)
       19    0.000    0.000    0.009    0.000 lines.py:1169(_draw_lines)
        4    0.000    0.000    0.002    0.000 lines.py:1193(_draw_solid)
       15    0.000    0.000    0.007    0.000 lines.py:1208(_draw_dotted)
       43    0.000    0.000    0.006    0.000 lines.py:1212(update_from)
       60    0.000    0.000    0.001    0.000 lines.py:1242(_get_rgba_face)
       19    0.000    0.000    0.000    0.000 lines.py:1250(_get_rgba_ln_color)
      135    0.000    0.000    0.000    0.000 lines.py:1326(set_dash_joinstyle)
      135    0.000    0.000    0.000    0.000 lines.py:1339(set_solid_joinstyle)
      135    0.000    0.000    0.001    0.000 lines.py:1365(set_dash_capstyle)
      135    0.000    0.000    0.000    0.000 lines.py:1379(set_solid_capstyle)
       19    0.000    0.000    0.000    0.000 lines.py:1405(is_dashed)
        1    0.000    0.000    0.000    0.000 lines.py:1410(VertexSelector)
        1    0.000    0.000    0.000    0.000 lines.py:191(Line2D)
      135    0.004    0.000    0.044    0.000 lines.py:252(__init__)
        1    0.000    0.000    0.003    0.003 lines.py:4(<module>)
       30    0.000    0.000    0.000    0.000 lines.py:478(get_fillstyle)
      135    0.000    0.000    0.008    0.000 lines.py:484(set_fillstyle)
      135    0.000    0.000    0.000    0.000 lines.py:494(set_markevery)
       30    0.000    0.000    0.000    0.000 lines.py:549(get_markevery)
      141    0.000    0.000    0.000    0.000 lines.py:576(axes)
      135    0.000    0.000    0.001    0.000 lines.py:589(set_data)
       94    0.002    0.000    0.006    0.000 lines.py:606(recache)
       51    0.000    0.000    0.001    0.000 lines.py:666(_transform_path)
       51    0.000    0.000    0.002    0.000 lines.py:680(_get_transformed_path)
      139    0.000    0.000    0.001    0.000 lines.py:689(set_transform)
       51    0.002    0.000    0.036    0.001 lines.py:705(draw)
       30    0.000    0.000    0.000    0.000 lines.py:847(get_markeredgecolor)
       60    0.000    0.000    0.000    0.000 lines.py:862(_get_markerfacecolor)
       49    0.000    0.000    0.003    0.000 lines.py:919(get_path)
      135    0.000    0.000    0.000    0.000 lines.py:936(set_antialiased)
      135    0.000    0.000    0.000    0.000 lines.py:946(set_color)
      137    0.000    0.000    0.000    0.000 lines.py:955(set_drawstyle)
      135    0.000    0.000    0.000    0.000 lines.py:970(set_linewidth)
      137    0.000    0.000    0.001    0.000 lines.py:981(set_linestyle)
        1    0.000    0.000    0.000    0.000 linesearch.py:13(<module>)
        1    0.000    0.000    0.000    0.000 linesearch.py:26(LineSearchWarning)
        1    0.000    0.000    0.000    0.000 linsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linsolve.py:24(MatrixRankWarning)
        1    0.000    0.000    0.000    0.000 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 lobpcg.py:11(<module>)
       22    0.000    0.000    0.000    0.000 locale.py:349(_replace_encoding)
       22    0.000    0.000    0.000    0.000 locale.py:365(normalize)
       22    0.000    0.000    0.001    0.000 locale.py:449(_parse_localename)
       22    0.000    0.000    0.001    0.000 locale.py:495(getdefaultlocale)
        1    0.000    0.000    0.000    0.000 lsmr.py:17(<module>)
        1    0.000    0.000    0.000    0.000 lsq_linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        1    0.000    0.000    0.000    0.000 mac_roman.py:14(decode)
        1    0.000    0.000    0.000    0.000 mac_roman.py:17(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 mac_roman.py:21(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 mac_roman.py:25(StreamWriter)
        1    0.000    0.000    0.000    0.000 mac_roman.py:28(StreamReader)
        1    0.000    0.000    0.000    0.000 mac_roman.py:3(<module>)
        1    0.000    0.000    0.001    0.001 mac_roman.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 mac_roman.py:9(Codec)
        5    0.000    0.000    0.000    0.000 machar.py:100(<lambda>)
        3    0.008    0.003    0.025    0.008 machar.py:116(_do_init)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        3    0.000    0.000    0.026    0.009 machar.py:98(__init__)
        1    0.000    0.000    0.000    0.000 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
      178    0.000    0.000    0.017    0.000 markers.py:148(__init__)
      628    0.003    0.000    0.030    0.000 markers.py:184(_recache)
       51    0.000    0.000    0.000    0.000 markers.py:199(__nonzero__)
       30    0.000    0.000    0.000    0.000 markers.py:202(is_filled)
       73    0.000    0.000    0.000    0.000 markers.py:205(get_fillstyle)
      313    0.001    0.000    0.015    0.000 markers.py:208(set_fillstyle)
       30    0.000    0.000    0.000    0.000 markers.py:224(get_joinstyle)
       30    0.000    0.000    0.000    0.000 markers.py:227(get_capstyle)
      103    0.000    0.000    0.000    0.000 markers.py:230(get_marker)
      315    0.001    0.000    0.019    0.000 markers.py:233(set_marker)
       30    0.000    0.000    0.000    0.000 markers.py:257(get_path)
       30    0.000    0.000    0.001    0.000 markers.py:260(get_transform)
       30    0.000    0.000    0.000    0.000 markers.py:263(get_alt_path)
       30    0.000    0.000    0.000    0.000 markers.py:269(get_snap_threshold)
      404    0.000    0.000    0.000    0.000 markers.py:272(_set_nothing)
       50    0.000    0.000    0.002    0.000 markers.py:684(_set_tickleft)
       50    0.000    0.000    0.002    0.000 markers.py:690(_set_tickright)
       62    0.000    0.000    0.003    0.000 markers.py:698(_set_tickup)
       62    0.000    0.000    0.003    0.000 markers.py:704(_set_tickdown)
        1    0.000    0.000    0.001    0.001 markers.py:78(<module>)
        1    0.000    0.000    0.001    0.001 markers.py:97(MarkerStyle)
        1    0.000    0.000    0.000    0.000 matfuncs.py:180(MatrixPowerOperator)
        1    0.000    0.000    0.000    0.000 matfuncs.py:216(ProductOperator)
        1    0.000    0.000    0.016    0.016 matfuncs.py:3(<module>)
        1    0.000    0.000    0.000    0.000 matfuncs.py:346(_ExpmPadeHelper)
        1    0.000    0.000    0.000    0.000 matfuncs.py:5(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1006(StandardPsFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:102(MathtextBackend)
        1    0.000    0.000    0.000    0.000 mathtext.py:1231(MathTextWarning)
        1    0.000    0.000    0.000    0.000 mathtext.py:1234(Node)
        1    0.000    0.000    0.000    0.000 mathtext.py:1267(Box)
        1    0.000    0.000    0.000    0.000 mathtext.py:1293(Vbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1300(Hbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1307(Char)
        1    0.000    0.000    0.000    0.000 mathtext.py:1385(Accent)
        1    0.000    0.000    0.000    0.000 mathtext.py:1414(List)
        1    0.000    0.000    0.000    0.000 mathtext.py:1475(Hlist)
        1    0.000    0.000    0.000    0.000 mathtext.py:156(MathtextBackendAgg)
        1    0.000    0.000    0.000    0.000 mathtext.py:1586(Vlist)
        1    0.001    0.001    0.006    0.006 mathtext.py:16(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:1660(Rule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1677(Hrule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1688(Vrule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1697(Glue)
        1    0.000    0.000    0.000    0.000 mathtext.py:1730(GlueSpec)
        8    0.000    0.000    0.000    0.000 mathtext.py:1734(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1766(Fil)
        1    0.000    0.000    0.000    0.000 mathtext.py:1770(Fill)
        1    0.000    0.000    0.000    0.000 mathtext.py:1774(Filll)
        1    0.000    0.000    0.000    0.000 mathtext.py:1778(NegFil)
        1    0.000    0.000    0.000    0.000 mathtext.py:1782(NegFill)
        1    0.000    0.000    0.000    0.000 mathtext.py:1786(NegFilll)
        1    0.000    0.000    0.000    0.000 mathtext.py:1790(SsGlue)
        1    0.000    0.000    0.000    0.000 mathtext.py:1794(HCentered)
        1    0.000    0.000    0.000    0.000 mathtext.py:1803(VCentered)
        1    0.000    0.000    0.000    0.000 mathtext.py:1811(Kern)
        1    0.000    0.000    0.000    0.000 mathtext.py:1840(SubSuperCluster)
        1    0.000    0.000    0.000    0.000 mathtext.py:1854(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 mathtext.py:1883(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 mathtext.py:1909(Ship)
        1    0.000    0.000    0.005    0.005 mathtext.py:2073(Parser)
        1    0.000    0.000    0.000    0.000 mathtext.py:230(MathtextBackendBitmap)
        1    0.000    0.000    0.000    0.000 mathtext.py:236(MathtextBackendPs)
        1    0.000    0.000    0.000    0.000 mathtext.py:2384(State)
        1    0.000    0.000    0.005    0.005 mathtext.py:2595(<lambda>)
    10778    0.002    0.000    0.004    0.000 mathtext.py:2596(<genexpr>)
        1    0.000    0.000    0.000    0.000 mathtext.py:276(MathtextBackendPdf)
        1    0.000    0.000    0.000    0.000 mathtext.py:304(MathtextBackendSvg)
        1    0.000    0.000    0.000    0.000 mathtext.py:3051(MathTextParser)
        3    0.000    0.000    0.000    0.000 mathtext.py:3072(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:333(MathtextBackendPath)
        1    0.000    0.000    0.000    0.000 mathtext.py:361(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 mathtext.py:389(Fonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:545(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:550(CachedFont)
        1    0.000    0.000    0.000    0.000 mathtext.py:663(BakomaFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:776(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:883(StixFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:999(StixSansFonts)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 mimetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetools.py:20(Message)
        1    0.000    0.000    0.001    0.001 minpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.019    0.019 misc.py:1(<module>)
        1    0.000    0.000    0.004    0.004 misc.py:12(<module>)
        1    0.000    0.000    0.000    0.000 misc.py:318(Counter)
        1    0.000    0.000    0.006    0.006 misc.py:37(<module>)
        2    0.000    0.000    0.000    0.000 misc.py:55(recursive_repr)
        2    0.000    0.000    0.000    0.000 misc.py:58(decorating_function)
        1    0.000    0.000    0.000    0.000 misc.py:732(ChainMap)
        1    0.000    0.000    0.000    0.000 misc.py:86(_Link)
        1    0.000    0.000    0.000    0.000 misc.py:89(OrderedDict)
        1    0.000    0.000    0.000    0.000 mlab.py:1628(PCA)
        1    0.000    0.000    0.001    0.001 mlab.py:163(<module>)
        1    0.000    0.000    0.000    0.000 mlab.py:2989(FormatObj)
        1    0.000    0.000    0.000    0.000 mlab.py:3007(FormatString)
        1    0.000    0.000    0.000    0.000 mlab.py:3013(FormatFormatStr)
        2    0.000    0.000    0.000    0.000 mlab.py:3014(__init__)
        1    0.000    0.000    0.000    0.000 mlab.py:3023(FormatFloat)
        2    0.000    0.000    0.000    0.000 mlab.py:3024(__init__)
        1    0.000    0.000    0.000    0.000 mlab.py:3041(FormatInt)
        1    0.000    0.000    0.000    0.000 mlab.py:3053(FormatBool)
        1    0.000    0.000    0.000    0.000 mlab.py:3061(FormatPercent)
        1    0.000    0.000    0.000    0.000 mlab.py:3066(FormatThousands)
        1    0.000    0.000    0.000    0.000 mlab.py:3071(FormatMillions)
        1    0.000    0.000    0.000    0.000 mlab.py:3076(FormatDate)
        1    0.000    0.000    0.000    0.000 mlab.py:3093(FormatDatetime)
        1    0.000    0.000    0.000    0.000 mlab.py:3646(GaussianKDE)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:19(<module>)
        1    0.000    0.000    0.000    0.000 newbytes.py:24(BaseNewBytes)
        1    0.000    0.000    0.000    0.000 newbytes.py:32(newbytes)
        1    0.000    0.000    0.000    0.000 newbytes.py:6(<module>)
        1    0.000    0.000    0.000    0.000 newdict.py:17(<module>)
        1    0.000    0.000    0.000    0.000 newdict.py:29(BaseNewDict)
        1    0.000    0.000    0.000    0.000 newdict.py:37(newdict)
        1    0.000    0.000    0.000    0.000 newint.py:22(BaseNewInt)
        1    0.000    0.000    0.000    0.000 newint.py:31(newint)
        1    0.000    0.000    0.000    0.000 newint.py:7(<module>)
        1    0.000    0.000    0.000    0.000 newlist.py:13(<module>)
        1    0.000    0.000    0.000    0.000 newlist.py:26(BaseNewList)
        1    0.000    0.000    0.000    0.000 newlist.py:34(newlist)
        1    0.000    0.000    0.000    0.000 newnext.py:37(<module>)
        1    0.000    0.000    0.000    0.000 newobject.py:38(<module>)
        1    0.000    0.000    0.000    0.000 newobject.py:59(newobject)
        1    0.000    0.000    0.000    0.000 newrange.py:146(range_iterator)
        1    0.000    0.000    0.004    0.004 newrange.py:19(<module>)
        1    0.000    0.000    0.000    0.000 newrange.py:30(newrange)
        1    0.001    0.001    0.006    0.006 newround.py:3(<module>)
        1    0.000    0.000    0.000    0.000 newstr.py:41(<module>)
        1    0.000    0.000    0.000    0.000 newstr.py:56(BaseNewStr)
        1    0.000    0.000    0.000    0.000 newstr.py:64(newstr)
        1    0.000    0.000    0.000    0.000 newsuper.py:32(<module>)
        1    0.000    0.000    0.000    0.000 nnls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nonlin.py:1002(BroydenSecond)
        1    0.000    0.000    0.000    0.000 nonlin.py:1046(Anderson)
        1    0.000    0.000    0.002    0.002 nonlin.py:106(<module>)
        1    0.000    0.000    0.000    0.000 nonlin.py:1182(DiagBroyden)
        1    0.000    0.000    0.000    0.000 nonlin.py:1229(LinearMixing)
        1    0.000    0.000    0.000    0.000 nonlin.py:1269(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 nonlin.py:1327(KrylovJacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:134(NoConvergence)
        7    0.000    0.000    0.001    0.000 nonlin.py:1491(_nonlin_wrapper)
        8    0.000    0.000    0.000    0.000 nonlin.py:218(_set_doc)
        1    0.000    0.000    0.000    0.000 nonlin.py:414(TerminationCondition)
        1    0.000    0.000    0.000    0.000 nonlin.py:481(Jacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:549(InverseJacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:664(GenericBroyden)
        1    0.000    0.000    0.000    0.000 nonlin.py:690(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 nonlin.py:909(BroydenFirst)
        1    0.000    0.000    0.000    0.000 nosetester.py:128(NoseTester)
       42    0.000    0.000    0.000    0.000 nosetester.py:170(__init__)
       19    0.000    0.000    0.000    0.000 nosetester.py:511(_numpy_tester)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.001    0.001    0.001    0.001 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:40(BagObj)
        1    0.000    0.000    0.000    0.000 npyio.py:95(NpzFile)
        1    0.000    0.000    0.000    0.000 numbers.py:13(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:169(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:295(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:34(Complex)
        1    0.000    0.000    0.001    0.001 numbers.py:6(<module>)
        1    0.001    0.001    0.004    0.004 numeric.py:1(<module>)
       18    0.000    0.000    0.000    0.000 numeric.py:148(ones)
        2    0.000    0.000    0.000    0.000 numeric.py:1871(set_string_function)
      337    0.002    0.000    0.004    0.000 numeric.py:2279(identity)
       16    0.000    0.000    0.000    0.000 numeric.py:2576(seterr)
       16    0.000    0.000    0.000    0.000 numeric.py:2676(geterr)
        1    0.000    0.000    0.000    0.000 numeric.py:2896(_unspecified)
        1    0.000    0.000    0.000    0.000 numeric.py:2900(errstate)
        8    0.000    0.000    0.000    0.000 numeric.py:2963(__init__)
        8    0.000    0.000    0.000    0.000 numeric.py:2967(__enter__)
        8    0.000    0.000    0.000    0.000 numeric.py:2972(__exit__)
        1    0.000    0.000    0.000    0.000 numeric.py:2978(_setdef)
        3    0.000    0.000    0.000    0.000 numeric.py:365(extend_all)
     1541    0.001    0.000    0.004    0.000 numeric.py:414(asarray)
     3846    0.002    0.000    0.003    0.000 numeric.py:484(asanyarray)
        1    0.000    0.000    0.000    0.000 numeric.py:55(ComplexWarning)
       72    0.000    0.000    0.000    0.000 numerictypes.py:127(english_lower)
       40    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
       14    0.000    0.000    0.000    0.000 numerictypes.py:181(english_capitalize)
       21    0.000    0.000    0.000    0.000 numerictypes.py:216(_evalname)
       26    0.000    0.000    0.000    0.000 numerictypes.py:229(bitname)
        1    0.000    0.000    0.000    0.000 numerictypes.py:285(_add_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:301(_add_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:338(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:379(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:428(_construct_char_code_lookup)
       30    0.000    0.000    0.000    0.000 numerictypes.py:443(_add_array_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:451(_set_array_types)
        3    0.000    0.000    0.000    0.000 numerictypes.py:603(obj2sctype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:765(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:774(__getitem__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:781(_construct_lookups)
        1    0.000    0.000    0.002    0.002 numerictypes.py:82(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:860(<lambda>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:957(_register_types)
        1    0.000    0.000    0.000    0.000 odepack.py:10(ODEintWarning)
        1    0.000    0.000    0.000    0.000 odepack.py:2(<module>)
        1    0.000    0.000    0.001    0.001 odepack.py:25(odeint)
       19    0.000    0.000    0.000    0.000 offsetbox.py:107(_get_aligned_offsets)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1207(AnchoredText)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1256(OffsetImage)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1360(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:144(OffsetBox)
       10    0.000    0.000    0.000    0.000 offsetbox.py:149(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:15(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1602(DraggableBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1712(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1740(DraggableAnnotation)
     10/1    0.000    0.000    0.000    0.000 offsetbox.py:180(set_figure)
       10    0.000    0.000    0.000    0.000 offsetbox.py:190(axes)
        5    0.000    0.000    0.000    0.000 offsetbox.py:205(set_offset)
        6    0.000    0.000    0.004    0.001 offsetbox.py:214(get_offset)
       24    0.000    0.000    0.000    0.000 offsetbox.py:243(get_visible_children)
       21    0.000    0.000    0.000    0.000 offsetbox.py:249(get_children)
     13/5    0.000    0.000    0.003    0.001 offsetbox.py:258(get_extent)
        1    0.000    0.000    0.004    0.004 offsetbox.py:265(get_window_extent)
      5/1    0.000    0.000    0.007    0.007 offsetbox.py:273(draw)
        1    0.000    0.000    0.000    0.000 offsetbox.py:292(PackerBase)
        5    0.000    0.000    0.000    0.000 offsetbox.py:293(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:336(VPacker)
        2    0.000    0.000    0.000    0.000 offsetbox.py:341(__init__)
      6/4    0.000    0.000    0.003    0.001 offsetbox.py:376(get_extent_offsets)
        1    0.000    0.000    0.000    0.000 offsetbox.py:415(HPacker)
        3    0.000    0.000    0.000    0.000 offsetbox.py:420(__init__)
     13/7    0.000    0.000    0.003    0.000 offsetbox.py:453(get_extent_offsets)
        9    0.000    0.000    0.000    0.000 offsetbox.py:48(bbox_artist)
        1    0.000    0.000    0.000    0.000 offsetbox.py:494(PaddedBox)
       19    0.000    0.000    0.000    0.000 offsetbox.py:57(_get_packed_offsets)
        1    0.000    0.000    0.000    0.000 offsetbox.py:577(DrawingArea)
        2    0.000    0.000    0.000    0.000 offsetbox.py:585(__init__)
        4    0.000    0.000    0.000    0.000 offsetbox.py:620(get_transform)
        2    0.000    0.000    0.000    0.000 offsetbox.py:633(set_offset)
       10    0.000    0.000    0.000    0.000 offsetbox.py:660(get_extent)
        4    0.000    0.000    0.000    0.000 offsetbox.py:669(add_artist)
        2    0.000    0.000    0.001    0.001 offsetbox.py:680(draw)
        1    0.000    0.000    0.000    0.000 offsetbox.py:706(TextArea)
        3    0.000    0.000    0.001    0.000 offsetbox.py:713(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:782(set_minimumdescent)
       10    0.000    0.000    0.000    0.000 offsetbox.py:792(get_minimumdescent)
        2    0.000    0.000    0.000    0.000 offsetbox.py:804(set_offset)
       10    0.000    0.000    0.002    0.000 offsetbox.py:830(get_extent)
        2    0.000    0.000    0.002    0.001 offsetbox.py:862(draw)
        1    0.000    0.000    0.000    0.000 offsetbox.py:873(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:980(AnchoredOffsetbox)
      119    0.000    0.000    0.000    0.000 opcode.py:27(def_op)
       11    0.000    0.000    0.000    0.000 opcode.py:31(name_op)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        6    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        1    0.000    0.000    0.000    0.000 optimize.py:133(OptimizeWarning)
        1    0.000    0.000    0.000    0.000 optimize.py:17(<module>)
        1    0.000    0.000    0.000    0.000 optimize.py:1788(Brent)
        1    0.000    0.000    0.000    0.000 optimize.py:53(MemoizeJac)
        1    0.000    0.000    0.000    0.000 optimize.py:746(_LineSearchError)
        1    0.000    0.000    0.000    0.000 optimize.py:75(OptimizeResult)
        1    0.000    0.000    0.000    0.000 orthogonal.py:126(orthopoly1d)
        1    0.000    0.000    0.041    0.041 orthogonal.py:90(<module>)
        1    0.000    0.000    0.000    0.000 os.py:136(makedirs)
        1    0.000    0.000    0.000    0.000 os.py:35(_get_exports_list)
        2    0.000    0.000    0.000    0.000 os.py:472(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:496(__delitem__)
        1    0.000    0.000    0.000    0.000 parser.py:1011(_tzparser)
        1    0.000    0.000    0.000    0.000 parser.py:1013(_result)
        1    0.000    0.000    0.000    0.000 parser.py:1018(_attr)
        1    0.000    0.000    0.001    0.001 parser.py:16(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:178(_resultbase)
        1    0.000    0.000    0.000    0.000 parser.py:196(parserinfo)
        1    0.000    0.000    0.000    0.000 parser.py:247(__init__)
        7    0.000    0.000    0.000    0.000 parser.py:262(_convert)
        1    0.000    0.000    0.000    0.000 parser.py:33(_timelex)
        1    0.000    0.000    0.000    0.000 parser.py:338(parser)
        1    0.000    0.000    0.000    0.000 parser.py:340(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:440(_result)
        1    0.000    0.000    0.000    0.000 patches.py:1072(Arrow)
        1    0.000    0.000    0.000    0.000 patches.py:1118(FancyArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1220(YAArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1324(CirclePolygon)
        1    0.000    0.000    0.000    0.000 patches.py:1352(Ellipse)
        1    0.000    0.000    0.000    0.000 patches.py:1413(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:1453(Arc)
        1    0.000    0.000    0.000    0.000 patches.py:156(contains_point)
